pair,drug_a,drug_b,cell_line,actual_sensitivity,additive_prediction,additive_absolute_error,additive_squared_error,bliss_prediction,bliss_absolute_error,bliss_squared_error,nearest_pair_prediction,nearest_pair_absolute_error,nearest_pair_squared_error,learned_operator_prediction,learned_operator_absolute_error,learned_operator_squared_error
5-FU||AZD1775,5-FU,AZD1775,A2058,28.282899856567383,45.091407775878906,16.808507919311523,282.5259384735582,40.11967849731445,11.83677864074707,140.10932859004606,16.028600692749023,12.25429916381836,150.16784799635934,23.418880462646484,4.864019393920898,23.658684664438624
5-FU||AZD1775,5-FU,AZD1775,A2780,39.30860137939453,70.8893814086914,31.580780029296875,997.3456672588363,58.36006546020508,19.051464080810547,362.95828362241446,39.089900970458984,0.21870040893554688,0.04782986886857543,33.7097053527832,5.598896026611328,31.347636716804118
5-FU||AZD1775,5-FU,AZD1775,A375,19.88279914855957,30.484664916992188,10.601865768432617,112.39955777186333,28.52280044555664,8.64000129699707,74.64962241211106,17.377750396728516,2.5050487518310547,6.275269249050325,18.5554256439209,1.3273735046386719,1.7619204208167503
5-FU||AZD1775,5-FU,AZD1775,A427,35.86555099487305,53.099586486816406,17.23403549194336,297.0119793375634,46.061214447021484,10.195663452148438,103.9515532294754,20.836450576782227,15.02910041809082,225.87385937705767,23.210168838500977,12.65538215637207,160.1586975238206
5-FU||AZD1775,5-FU,AZD1775,CAOV3,39.92850112915039,42.73560333251953,2.8071022033691406,7.879822780159884,38.29773712158203,1.6307640075683594,2.659391248380416,12.483799934387207,27.444701194763184,753.2116236698357,20.77378273010254,19.15471839904785,366.9032369468223
5-FU||AZD1775,5-FU,AZD1775,COLO320DM,32.07659912109375,43.423789978027344,11.347190856933594,128.75874034367735,38.88520431518555,6.808605194091797,46.357104689013795,30.33514976501465,1.7414493560791016,3.0326458597883175,19.111312866210938,12.965286254882812,168.0986476710532
5-FU||AZD1775,5-FU,AZD1775,DLD1,25.394100189208984,40.20580291748047,14.811702728271484,219.38653771068493,36.32382583618164,10.929725646972656,119.45890271809185,22.6117000579834,2.782400131225586,7.741750490244158,13.160754203796387,12.233345985412598,149.65475399881052
5-FU||AZD1775,5-FU,AZD1775,EFM192B,13.920450210571289,32.12743377685547,18.20698356628418,331.4942505829422,29.640281677246094,15.719831466674805,247.11310134065934,12.10260009765625,1.817850112915039,3.3045790330252203,15.919417381286621,1.998967170715332,3.9958697495976594
5-FU||AZD1775,5-FU,AZD1775,ES2,26.036149978637695,34.79557800292969,8.759428024291992,76.72757931275191,31.771150588989258,5.7350006103515625,32.890232000732794,21.076650619506836,4.959499359130859,24.596633893219405,14.382973670959473,11.653176307678223,135.79651805783305
5-FU||AZD1775,5-FU,AZD1775,HCT116,24.361600875854492,38.34027862548828,13.978677749633789,195.40343162810677,34.67282485961914,10.311223983764648,106.3213400433633,18.30479621887207,6.056804656982422,36.68488265284395,17.048969268798828,7.312631607055664,53.474581020509504
